SN,Time,TimeZone,In,Out
FB8A8E16,2018-03-27T17:15:29.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:08:47.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:18:50.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:21:32.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:29:57.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:21:58.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:25:38.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:30:03.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:28:52.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:26:22.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:21:20.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:28:53.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:26:12.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:30:47.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:34:02.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:32:58.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:33:56.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:31:10.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:30:50.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:32:41.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:32:18.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:30:05.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:33:17.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:34:20.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:51:33.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:50:18.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:39:11.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:34:22.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:38:55.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:36:48.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:37:27.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:35:58.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:48:25.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:51:47.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:54:03.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:55:02.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:00:15.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:01:19.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:03:46.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:57:45.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:00:17.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:58:46.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:00:47.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:51:47.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:00:15.000Z,+0800,0,1
FB8A8E16,2018-03-27T17:54:03.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:01:19.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:00:47.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:55:02.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:57:45.000Z,+0800,1,0
FB8A8E16,2018-03-27T17:58:46.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:03:46.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:00:17.000Z,+0800,0,1
FB8A8E16,2018-03-27T18:03:51.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:05:52.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:06:43.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:04:02.000Z,+0800,1,0
FB8A8E16,2018-03-27T18:03:56.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:06:45.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:05:58.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:05:46.000Z,+0800,0,1
FB8A8E16,2018-03-27T23:00:00.000Z,+0800,0,0
FB8A8E16,2018-03-28T09:10:45.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:27:50.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:33:12.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:30:32.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:18:26.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:28:10.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:24:35.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:15:57.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:29:12.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:17:57.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:28:09.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:37:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:44:46.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:41:15.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:52:59.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:44:42.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:40:16.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:52:23.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:42:37.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:37:08.000Z,+0800,1,0
FB8A8E16,2018-03-28T09:54:42.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:54:55.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:05:07.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:08:51.000Z,+0800,0,1
FB8A8E16,2018-03-28T09:58:31.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:08:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:10:43.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:11:04.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:00:56.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:09:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:06:07.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:11:33.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:26:43.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:25:02.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:27:42.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:22:59.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:23:23.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:13:19.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:17:31.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:17:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:27:27.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:28:13.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:34:03.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:33:20.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:32:34.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:29:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:28:34.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:43:28.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:31:17.000Z,+0800,1,0
FB8A8E16,2018-03-28T10:31:23.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:33:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:56:17.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:13:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:17:07.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:17:46.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:00:58.000Z,+0800,0,1
FB8A8E16,2018-03-28T10:49:43.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:03:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:01:05.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:14:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:12:50.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:21:34.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:28:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:22:48.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:31:36.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:25:29.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:23:19.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:26:08.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:28:41.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:21:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:28:48.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:31:40.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:40:54.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:32:53.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:47:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:48:16.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:41:23.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:36:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:42:59.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:31:48.000Z,+0800,0,1
FB8A8E16,2018-03-28T11:46:05.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:48:55.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:59:11.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:00:58.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:23:35.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:57:34.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:00:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:01:03.000Z,+0800,1,0
FB8A8E16,2018-03-28T11:59:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T12:42:36.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:21:33.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:47:56.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:24:39.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:44:40.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:34:59.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:36:20.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:40:43.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:37:39.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:40:13.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:45:41.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:44:56.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:48:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:54:07.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:51:37.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:52:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:53:20.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:53:38.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:48:10.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:53:03.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:53:19.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:52:36.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:54:25.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:00:08.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:54.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:02:24.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:04:14.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:05:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:28.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:58.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:40.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:04:26.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:28.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:04:26.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:05:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:54.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:54:40.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:02:24.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:00:08.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:04:14.000Z,+0800,0,1
FB8A8E16,2018-03-28T13:54:25.000Z,+0800,1,0
FB8A8E16,2018-03-28T13:54:58.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:10:04.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:15:11.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:07:02.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:24:18.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:14:52.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:14:10.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:10:20.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:07:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:16:11.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:12:25.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:25:28.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:37:18.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:37:36.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:30:32.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:37:26.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:36:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:28:14.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:36:50.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:36:06.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:37:15.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:44:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:53:42.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:43:50.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:56:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:44:20.000Z,+0800,1,0
FB8A8E16,2018-03-28T14:48:34.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:00:03.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:50:02.000Z,+0800,0,1
FB8A8E16,2018-03-28T14:47:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:00:02.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:00:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:00:08.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:00:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:00:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:04:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:08:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:06:27.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:17:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:00:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:00:08.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:08:02.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:04:50.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:08:03.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:17:31.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:24:18.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:24:47.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:17:32.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:19:45.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:24:45.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:24:28.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:19:29.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:18:37.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:18:38.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:43:22.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:25:22.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:25:13.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:25:41.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:39:21.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:34:06.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:35:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:34:04.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:39:27.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:33:58.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:44:54.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:53:16.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:55:42.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:49:23.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:45:33.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:59:31.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:45:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:46:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:48:22.000Z,+0800,1,0
FB8A8E16,2018-03-28T15:56:48.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:00:13.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:16:07.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:00:51.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:00:45.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:11:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:09:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:07:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:12:15.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:07:26.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:59:38.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:12:15.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:00:45.000Z,+0800,0,1
FB8A8E16,2018-03-28T15:59:38.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:07:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:00:13.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:16:07.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:09:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:07:26.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:00:51.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:11:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:17:26.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:26:15.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:25:24.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:27:55.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:18:02.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:24:27.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:21:46.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:18:53.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:19:36.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:30:09.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:35:03.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:40:59.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:40:04.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:37:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:40:43.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:38:41.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:33:12.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:40:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:37:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:39:23.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:41:21.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:47:09.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:43:56.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:42:09.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:45:42.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:44:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:45:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:42:03.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:44:33.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:41:08.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:48:05.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:50:36.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:53:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:17:51.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:50:07.000Z,+0800,1,0
FB8A8E16,2018-03-28T16:51:11.000Z,+0800,0,1
FB8A8E16,2018-03-28T16:55:04.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:10:41.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:21:20.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:14:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:21:48.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:30:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:21:51.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:32:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:33:42.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:32:04.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:31:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:36:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:30:56.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:22:32.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:21:51.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:32:19.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:36:05.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:21:48.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:31:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:22:32.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:30:52.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:33:42.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:32:04.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:30:56.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:36:12.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:38:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:43:06.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:43:02.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:45:04.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:43:07.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:42:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:39:05.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:42:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:48:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:36:12.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:43:06.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:43:07.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:48:10.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:43:02.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:42:06.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:42:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:38:29.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:39:05.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:45:04.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:49:33.000Z,+0800,1,0
FB8A8E16,2018-03-28T18:00:30.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:59:20.000Z,+0800,0,1
FB8A8E16,2018-03-28T18:00:37.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:56:09.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:52:31.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:54:41.000Z,+0800,1,0
FB8A8E16,2018-03-28T17:53:27.000Z,+0800,0,1
FB8A8E16,2018-03-28T17:52:25.000Z,+0800,0,1
FB8A8E16,2018-03-28T18:00:40.000Z,+0800,1,0
FB8A8E16,2018-03-29T09:00:16.000Z,+0800,0,1
FB8A8E16,2018-03-28T23:00:00.000Z,+0800,0,0
FB8A8E16,2018-03-29T11:02:45.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:02:31.000Z,+0800,0,1
FB8A8E16,2018-03-29T09:05:32.000Z,+0800,0,0
FB8A8E16,2018-03-29T10:54:15.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:00:10.000Z,+0800,1,0
FB8A8E16,2018-03-29T10:53:52.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:03:30.000Z,+0800,0,1
FB8A8E16,2018-03-29T10:53:53.000Z,+0800,1,0
FB8A8E16,2018-03-29T09:00:16.000Z,+0800,0,1
FB8A8E16,2018-03-29T10:54:15.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:03:30.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:02:45.000Z,+0800,1,0
FB8A8E16,2018-03-28T23:00:00.000Z,+0800,0,0
FB8A8E16,2018-03-29T10:53:53.000Z,+0800,1,0
FB8A8E16,2018-03-29T09:05:32.000Z,+0800,0,0
FB8A8E16,2018-03-29T10:53:52.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:02:31.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:00:10.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:04:09.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:06:05.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:09:24.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:06:58.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:05:39.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:07:45.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:08:10.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:06:06.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:06:29.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:12:45.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:18:05.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:24:12.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:26:26.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:27:25.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:20:41.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:20:38.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:27:02.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:18:05.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:29:02.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:30:12.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:20:38.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:27:02.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:27:37.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:20:41.000Z,+0800,0,1
FB8A8E16,2018-03-29T11:24:12.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:26:26.000Z,+0800,1,0
FB8A8E16,2018-03-29T11:27:25.000Z,+0800,0,1
